semantic_id,native_symbol,go_equivalent,rust_api_plan,phase,disposition,prerequisites,adaptation,baseline_evidence,rust_test_id,status
native:C++:NObjectIterator:NObjectIterator::operator++:35693f2f4422,NObjectIterator::operator++,"Go value, iterator, and ownership semantics","Rust equivalent of Go value, iterator, and ownership semantics; exact signature frozen in R02/owning phase",R02,port-behavior,none,"C++ copy/move/operator surface is represented by idiomatic Go values; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; ownership and iterator tests,R02:native:C++:NObjectIterator:NObjectIterator::operator++:35693f2f4422,implemented-r02
native:C++:NObjectIterator:NObjectIterator::operator++:7fba96b9c9b0,NObjectIterator::operator++,"Go value, iterator, and ownership semantics","Rust equivalent of Go value, iterator, and ownership semantics; exact signature frozen in R02/owning phase",R02,port-behavior,none,"C++ copy/move/operator surface is represented by idiomatic Go values; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; ownership and iterator tests,R02:native:C++:NObjectIterator:NObjectIterator::operator++:7fba96b9c9b0,implemented-r02
native:C++:NObjectIterator:NObjectIterator::operator->:1aea3cfca73d,NObjectIterator::operator->,"Go value, iterator, and ownership semantics","Rust equivalent of Go value, iterator, and ownership semantics; exact signature frozen in R02/owning phase",R02,port-behavior,none,"C++ copy/move/operator surface is represented by idiomatic Go values; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; ownership and iterator tests,R02:native:C++:NObjectIterator:NObjectIterator::operator->:1aea3cfca73d,implemented-r02
native:C++:NObjectIterator:NObjectIterator::operator=:d67ae4a7fd41,NObjectIterator::operator=,"Go value, iterator, and ownership semantics","Rust equivalent of Go value, iterator, and ownership semantics; exact signature frozen in R02/owning phase",R02,port-behavior,none,"C++ copy/move/operator surface is represented by idiomatic Go values; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; ownership and iterator tests,R02:native:C++:NObjectIterator:NObjectIterator::operator=:d67ae4a7fd41,implemented-r02
native:C++:NObjectIterator:NObjectIterator::operator==:5d1b87bbce5f,NObjectIterator::operator==,"Go value, iterator, and ownership semantics","Rust equivalent of Go value, iterator, and ownership semantics; exact signature frozen in R02/owning phase",R02,port-behavior,none,"C++ copy/move/operator surface is represented by idiomatic Go values; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; ownership and iterator tests,R02:native:C++:NObjectIterator:NObjectIterator::operator==:5d1b87bbce5f,implemented-r02
native:C++:NObjectIterator:NObjectIterator::seek:36e0528325aa,NObjectIterator::seek,rados object iterator and cursor,Rust equivalent of rados object iterator and cursor; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C++:NObjectIterator:NObjectIterator::seek:36e0528325aa,implemented-r09
native:C++:NObjectIterator:NObjectIterator::seek:d0077842faf5,NObjectIterator::seek,rados object iterator and cursor,Rust equivalent of rados object iterator and cursor; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C++:NObjectIterator:NObjectIterator::seek:d0077842faf5,implemented-r09
native:C++:NObjectIterator:NObjectIterator::set_filter:50fea0fd8d65,NObjectIterator::set_filter,rados object iterator and cursor,Rust equivalent of rados object iterator and cursor; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Not exposed by the certified P08 Go contract; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P08 API inventory review; no runtime conformance claim,R09:native:C++:NObjectIterator:NObjectIterator::set_filter:50fea0fd8d65,planned-not-implemented
native:C++:NObjectIterator:NObjectIterator::~NObjectIterator:8d82ca560a32,NObjectIterator::~NObjectIterator,automatic Go memory ownership,Rust equivalent of automatic Go memory ownership; exact signature frozen in R02/owning phase,R02,port-behavior,none,"No public deallocator; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; ownership and leak tests,R02:native:C++:NObjectIterator:NObjectIterator::~NObjectIterator:8d82ca560a32,implemented-r02
native:C++:ObjectCursor:ObjectCursor::ObjectCursor:9aa17c1d5eb3,ObjectCursor::ObjectCursor,Go constructors and immutable value/builders,Rust equivalent of Go constructors and immutable value/builders; exact signature frozen in R02/owning phase,R02,port-behavior,none,"Constructors and move/copy rules become Go constructors and ownership rules; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; API lifecycle tests,R02:native:C++:ObjectCursor:ObjectCursor::ObjectCursor:9aa17c1d5eb3,implemented-r02
native:C++:ObjectCursor:ObjectCursor::ObjectCursor:7dbac0bc6ffa,ObjectCursor::ObjectCursor,Go constructors and immutable value/builders,Rust equivalent of Go constructors and immutable value/builders; exact signature frozen in R02/owning phase,R02,port-behavior,none,"Constructors and move/copy rules become Go constructors and ownership rules; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; API lifecycle tests,R02:native:C++:ObjectCursor:ObjectCursor::ObjectCursor:7dbac0bc6ffa,implemented-r02
native:C++:ObjectCursor:ObjectCursor::ObjectCursor:79c305b20f6f,ObjectCursor::ObjectCursor,Go constructors and immutable value/builders,Rust equivalent of Go constructors and immutable value/builders; exact signature frozen in R02/owning phase,R02,port-behavior,none,"Constructors and move/copy rules become Go constructors and ownership rules; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; API lifecycle tests,R02:native:C++:ObjectCursor:ObjectCursor::ObjectCursor:79c305b20f6f,implemented-r02
native:C++:ObjectCursor:ObjectCursor::from_str:c8276bb3f507,ObjectCursor::from_str,rados object iterator and cursor,Rust equivalent of rados object iterator and cursor; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C++:ObjectCursor:ObjectCursor::from_str:c8276bb3f507,planned-not-implemented
native:C++:ObjectCursor:ObjectCursor::operator<:3a3e604314a9,ObjectCursor::operator<,"Go value, iterator, and ownership semantics","Rust equivalent of Go value, iterator, and ownership semantics; exact signature frozen in R02/owning phase",R02,port-behavior,none,"C++ copy/move/operator surface is represented by idiomatic Go values; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; ownership and iterator tests,R02:native:C++:ObjectCursor:ObjectCursor::operator<:3a3e604314a9,implemented-r02
native:C++:ObjectCursor:ObjectCursor::operator<<:0b2b0dbbc42c,ObjectCursor::operator<<,"Go value, iterator, and ownership semantics","Rust equivalent of Go value, iterator, and ownership semantics; exact signature frozen in R02/owning phase",R02,port-behavior,none,"C++ copy/move/operator surface is represented by idiomatic Go values; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; ownership and iterator tests,R02:native:C++:ObjectCursor:ObjectCursor::operator<<:0b2b0dbbc42c,implemented-r02
native:C++:ObjectCursor:ObjectCursor::operator=:19416be36de5,ObjectCursor::operator=,"Go value, iterator, and ownership semantics","Rust equivalent of Go value, iterator, and ownership semantics; exact signature frozen in R02/owning phase",R02,port-behavior,none,"C++ copy/move/operator surface is represented by idiomatic Go values; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; ownership and iterator tests,R02:native:C++:ObjectCursor:ObjectCursor::operator=:19416be36de5,implemented-r02
native:C++:ObjectCursor:ObjectCursor::operator==:1c2cc63b24b8,ObjectCursor::operator==,"Go value, iterator, and ownership semantics","Rust equivalent of Go value, iterator, and ownership semantics; exact signature frozen in R02/owning phase",R02,port-behavior,none,"C++ copy/move/operator surface is represented by idiomatic Go values; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; ownership and iterator tests,R02:native:C++:ObjectCursor:ObjectCursor::operator==:1c2cc63b24b8,implemented-r02
native:C++:ObjectCursor:ObjectCursor::set:84774aa39b0a,ObjectCursor::set,rados object iterator and cursor,Rust equivalent of rados object iterator and cursor; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C++:ObjectCursor:ObjectCursor::set:84774aa39b0a,planned-not-implemented
native:C++:ObjectCursor:ObjectCursor::to_str:ef7fa82887fd,ObjectCursor::to_str,rados object iterator and cursor,Rust equivalent of rados object iterator and cursor; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C++:ObjectCursor:ObjectCursor::to_str:ef7fa82887fd,planned-not-implemented
native:C++:ObjectCursor:ObjectCursor::~ObjectCursor:b9ee3ba6d5b3,ObjectCursor::~ObjectCursor,automatic Go memory ownership,Rust equivalent of automatic Go memory ownership; exact signature frozen in R02/owning phase,R02,port-behavior,none,"No public deallocator; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; ownership and leak tests,R02:native:C++:ObjectCursor:ObjectCursor::~ObjectCursor:b9ee3ba6d5b3,implemented-r02
native:C++:ObjectOperation:ObjectOperation::ObjectOperation:fd542f8cdb32,ObjectOperation::ObjectOperation,Go constructors and immutable value/builders,Rust equivalent of Go constructors and immutable value/builders; exact signature frozen in R02/owning phase,R02,port-behavior,none,"Constructors and move/copy rules become Go constructors and ownership rules; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; API lifecycle tests,R02:native:C++:ObjectOperation:ObjectOperation::ObjectOperation:fd542f8cdb32,implemented-r02
native:C++:ObjectOperation:ObjectOperation::ObjectOperation:962c458f1014,ObjectOperation::ObjectOperation,Go constructors and immutable value/builders,Rust equivalent of Go constructors and immutable value/builders; exact signature frozen in R02/owning phase,R02,port-behavior,none,"Constructors and move/copy rules become Go constructors and ownership rules; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; API lifecycle tests,R02:native:C++:ObjectOperation:ObjectOperation::ObjectOperation:962c458f1014,implemented-r02
native:C++:ObjectOperation:ObjectOperation::ObjectOperation:f8ade5b1bc03,ObjectOperation::ObjectOperation,Go constructors and immutable value/builders,Rust equivalent of Go constructors and immutable value/builders; exact signature frozen in R02/owning phase,R02,port-behavior,none,"Constructors and move/copy rules become Go constructors and ownership rules; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; API lifecycle tests,R02:native:C++:ObjectOperation:ObjectOperation::ObjectOperation:f8ade5b1bc03,implemented-r02
native:C++:ObjectOperation:ObjectOperation::assert_exists:45bdde349ff1,ObjectOperation::assert_exists,rados.ReadOp / rados.WriteOp,Rust equivalent of rados.ReadOp / rados.WriteOp; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C++:ObjectOperation:ObjectOperation::assert_exists:45bdde349ff1,implemented-r09
native:C++:ObjectOperation:ObjectOperation::assert_version:def8083d1132,ObjectOperation::assert_version,rados.ReadOp / rados.WriteOp,Rust equivalent of rados.ReadOp / rados.WriteOp; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C++:ObjectOperation:ObjectOperation::assert_version:def8083d1132,implemented-r09
