language,owner,source_symbol,source_signature,go_equivalent,disposition,phase,prerequisites,semantic_difference,conformance_test
C++,IoCtx,IoCtx::set_auid,int set_auid(uint64_t auid_) __attribute__ ((deprecated));,none,intentional-omission: deprecated or legacy API without distinct v1 behavior,P13,completion of prior phases; see SPEC.md,No deprecated compatibility alias in the initial Go API,inventory review; no runtime conformance claim
C++,IoCtx,IoCtx::set_auid_async,"int set_auid_async(uint64_t auid_, PoolAsyncCompletion *c) __attribute__ ((deprecated));",none,intentional-omission: deprecated or legacy API without distinct v1 behavior,P13,completion of prior phases; see SPEC.md,No deprecated compatibility alias in the initial Go API,inventory review; no runtime conformance claim
C++,IoCtx,IoCtx::set_namespace,void set_namespace(const std::string& nspace);,rados.Pool.WithNamespace / rados.Pool.WithLocator,implemented,P05,completion of prior phases; see SPEC.md,Immutable pool views replace mutable ioctx namespace and locator state,P05 unit and live placement tests
C++,IoCtx,IoCtx::set_notify_timeout,void set_notify_timeout(uint32_t timeout);,rados.Watch and notify methods,implemented,P09,completion of prior phases; see SPEC.md,Unified context-aware Go calls preserve native semantics and use Go-owned results,P09 unit and live watch/notify interoperability tests
C++,IoCtx,IoCtx::set_osdmap_full_try,void set_osdmap_full_try() __attribute__ ((deprecated));,none,intentional-omission: deprecated or legacy API without distinct v1 behavior,P13,completion of prior phases; see SPEC.md,No deprecated compatibility alias in the initial Go API,inventory review; no runtime conformance claim
C++,IoCtx,IoCtx::set_pool_full_try,void set_pool_full_try();,rados.ReadOp / rados.WriteOp,intentional-omission: non-frozen P08 variant,P08,completion of prior phases; see SPEC.md,Not exposed by the certified P08 Go contract,P08 API inventory review; no runtime conformance claim
C++,IoCtx,IoCtx::setxattr,"int setxattr(const std::string& oid, const char *name, bufferlist& bl);",rados metadata methods / operation builders,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,IoCtx,IoCtx::snap_create,int snap_create(const char *snapname);,rados snapshot methods and immutable snapshot views,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live snapshot and EC interoperability tests
C++,IoCtx,IoCtx::snap_get_name,"int snap_get_name(snap_t snapid, std::string *s);",rados snapshot methods and immutable snapshot views,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live snapshot and EC interoperability tests
C++,IoCtx,IoCtx::snap_get_stamp,"int snap_get_stamp(snap_t snapid, time_t *t);",rados snapshot methods and immutable snapshot views,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live snapshot and EC interoperability tests
C++,IoCtx,IoCtx::snap_list,int snap_list(std::vector<snap_t> *snaps);,rados snapshot methods and immutable snapshot views,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live snapshot and EC interoperability tests
C++,IoCtx,IoCtx::snap_lookup,"int snap_lookup(const char *snapname, snap_t *snap);",rados snapshot methods and immutable snapshot views,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live snapshot and EC interoperability tests
C++,IoCtx,IoCtx::snap_remove,int snap_remove(const char *snapname);,rados snapshot methods and immutable snapshot views,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live snapshot and EC interoperability tests
C++,IoCtx,IoCtx::snap_rollback,"int snap_rollback(const std::string& oid, const char *snapname);",rados snapshot methods and immutable snapshot views,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live snapshot and EC interoperability tests
C++,IoCtx,IoCtx::snap_set_read,void snap_set_read(snap_t seq);,rados snapshot methods and immutable snapshot views,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live snapshot and EC interoperability tests
C++,IoCtx,IoCtx::sparse_read,"int sparse_read(const std::string& o, std::map<uint64_t,uint64_t>& m, bufferlist& bl, size_t len, uint64_t off);",rados specialized object methods,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live specialized object interoperability tests
C++,IoCtx,IoCtx::stat,"int stat(const std::string& oid, uint64_t *psize, time_t *pmtime);",rados.ObjectRef.Read / rados.ObjectRef.Stat,implemented,P06,completion of prior phases; see SPEC.md,Context-aware reads return Go-owned data and ObjectInfo,P06 unit and live read/stat tests
C++,IoCtx,IoCtx::stat2,"int stat2(const std::string& oid, uint64_t *psize, struct timespec *pts);",rados.ObjectRef.Read / rados.ObjectRef.Stat,implemented,P06,completion of prior phases; see SPEC.md,Context-aware reads return Go-owned data and ObjectInfo,P06 unit and live read/stat tests
C++,IoCtx,IoCtx::tmap_update,"int tmap_update(const std::string& oid, bufferlist& cmdbl);",none,intentional-omission: deprecated or legacy API without distinct v1 behavior,P13,completion of prior phases; see SPEC.md,No deprecated compatibility alias in the initial Go API,inventory review; no runtime conformance claim
C++,IoCtx,IoCtx::trunc,"int trunc(const std::string& oid, uint64_t size);",rados.ObjectRef mutation methods,implemented,P07,completion of prior phases; see SPEC.md,Context-aware mutations return versioned OpResult values,P07 unit and live mutation tests
C++,IoCtx,IoCtx::unlock,"int unlock(const std::string &oid, const std::string &name, const std::string &cookie);",rados lock methods,implemented,P09,completion of prior phases; see SPEC.md,Unified context-aware Go calls preserve native semantics and use Go-owned results,P09 unit and live lock interoperability tests
C++,IoCtx,IoCtx::unset_osdmap_full_try,void unset_osdmap_full_try() __attribute__ ((deprecated));,none,intentional-omission: deprecated or legacy API without distinct v1 behavior,P13,completion of prior phases; see SPEC.md,No deprecated compatibility alias in the initial Go API,inventory review; no runtime conformance claim
C++,IoCtx,IoCtx::unset_pool_full_try,void unset_pool_full_try();,rados.ReadOp / rados.WriteOp,intentional-omission: non-frozen P08 variant,P08,completion of prior phases; see SPEC.md,Not exposed by the certified P08 Go contract,P08 API inventory review; no runtime conformance claim
C++,IoCtx,IoCtx::unwatch,"int unwatch(const std::string& o, uint64_t cookie) __attribute__ ((deprecated));",none,intentional-omission: deprecated or legacy API without distinct v1 behavior,P13,completion of prior phases; see SPEC.md,No deprecated compatibility alias in the initial Go API,inventory review; no runtime conformance claim
C++,IoCtx,IoCtx::unwatch2,int unwatch2(uint64_t handle);,rados.Watch and notify methods,implemented,P09,completion of prior phases; see SPEC.md,Unified context-aware Go calls preserve native semantics and use Go-owned results,P09 unit and live watch/notify interoperability tests
C++,IoCtx,IoCtx::watch,"int watch(const std::string& o, uint64_t ver, uint64_t *cookie, librados::WatchCtx *ctx) __attribute__ ((deprecated));",none,intentional-omission: deprecated or legacy API without distinct v1 behavior,P13,completion of prior phases; see SPEC.md,No deprecated compatibility alias in the initial Go API,inventory review; no runtime conformance claim
C++,IoCtx,IoCtx::watch2,"int watch2(const std::string& o, uint64_t *handle, librados::WatchCtx2 *ctx);",rados.Watch and notify methods,implemented,P09,completion of prior phases; see SPEC.md,Unified context-aware Go calls preserve native semantics and use Go-owned results,P09 unit and live watch/notify interoperability tests
C++,IoCtx,IoCtx::watch3,"int watch3(const std::string& o, uint64_t *handle, librados::WatchCtx2 *ctx, uint32_t timeout);",rados.Watch and notify methods,implemented,P09,completion of prior phases; see SPEC.md,Unified context-aware Go calls preserve native semantics and use Go-owned results,P09 unit and live watch/notify interoperability tests
C++,IoCtx,IoCtx::watch_check,int watch_check(uint64_t cookie);,rados.Watch and notify methods,implemented,P09,completion of prior phases; see SPEC.md,Unified context-aware Go calls preserve native semantics and use Go-owned results,P09 unit and live watch/notify interoperability tests
C++,IoCtx,IoCtx::write,"int write(const std::string& oid, bufferlist& bl, size_t len, uint64_t off);",rados.ObjectRef mutation methods,implemented,P07,completion of prior phases; see SPEC.md,Context-aware mutations return versioned OpResult values,P07 unit and live mutation tests
C++,IoCtx,IoCtx::write_full,"int write_full(const std::string& oid, bufferlist& bl);",rados.ObjectRef mutation methods,implemented,P07,completion of prior phases; see SPEC.md,Context-aware mutations return versioned OpResult values,P07 unit and live mutation tests
C++,IoCtx,IoCtx::writesame,"int writesame(const std::string& oid, bufferlist& bl, size_t write_len, uint64_t off);",rados specialized object methods,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live specialized object interoperability tests
C++,IoCtx,IoCtx::~IoCtx,~IoCtx();,automatic Go memory ownership,go-native,P01,none,No public deallocator,ownership and leak tests
C++,ListObject,ListObject::ListObject,ListObject( const ListObject&);,rados object iterator and cursor,go-native,P08,completion of prior phases; see SPEC.md,"Go values, pages, and builders replace native iterator and allocation lifetimes","P08 ownership, pagination, and builder lifecycle tests"
C++,ListObject,ListObject::ListObject,ListObject();,rados object iterator and cursor,go-native,P08,completion of prior phases; see SPEC.md,"Go values, pages, and builders replace native iterator and allocation lifetimes","P08 ownership, pagination, and builder lifecycle tests"
C++,ListObject,ListObject::get_locator,const std::string& get_locator() const;,rados object iterator and cursor,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
